question,1,2,3,4,prompt
"El SOFA rápido o qSOFA ( Quick Sequential Organ Failure Assessment ), es un índice pronós-tico en pacientes con infección. Si un paciente acude a urgencias de un centro de salud por un cuadro infeccioso y en la exploración presenta 15 puntos en la escala de Glasgow, frecuencia car-diaca 110 lpm, frecuencia respiratoria 18 rpm,temperatura 38 ºC y presión arterial sistólica de 92 mmHg. ¿Qué puntuación presenta si se utiliza el qSOFA?: ",Un punto.,Dos puntos.,Tres puntos.,Cuatro puntos.,"El SOFA rápido o qSOFA ( Quick Sequential Organ Failure Assessment ), es un índice pronós-tico en pacientes con infección. Si un paciente acude a urgencias de un centro de salud por un cuadro infeccioso y en la exploración presenta 15 puntos en la escala de Glasgow, frecuencia car-diaca 110 lpm, frecuencia respiratoria 18 rpm,temperatura 38 ºC y presión arterial sistólica de 92 mmHg. ¿Qué puntuación presenta si se utiliza el qSOFA?: 
1) Un punto.
2) Dos puntos.
3) Tres puntos.
4) Cuatro puntos.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mujer de 65 años rescatada de un incendio de un almacén de envases de plástico y trasladada a urgencias con cuadro de cefalea, náuseas, vómi-tos y somnolencia tras inhalación de humo. De los si guientes, ¿cuál es el dia gnóstico de sospecha y el tratamiento ini cial más correcto?: ","Intoxicación por cloro. Nebulización bicarbo-natada (4 ml de suero salino 0,9% + 6 mL de bicarbonato sódico 1M) en las primeras 3 ho-ras tras la exposición.",Inhalación de vapores nitrosos. Tratamiento sintomático y de soporte.,Intoxicación por monóxido de carbono y cia-nuro. Medidas de soporte junto con oxigenote-rapia al 100 % e hidroxicobalamina con una dosis de 5 g IV en 10 min.,"Intoxicación por absorción cutánea de tóxicos. Medidas de soporte, oxigenoterapia, limpieza cutánea y atropina (1 mg IV) que se puede re-petir cada 2-3 minutos hasta mejoría clínica. ","Mujer de 65 años rescatada de un incendio de un almacén de envases de plástico y trasladada a urgencias con cuadro de cefalea, náuseas, vómi-tos y somnolencia tras inhalación de humo. De los si guientes, ¿cuál es el dia gnóstico de sospecha y el tratamiento ini cial más correcto?: 
1) Intoxicación por cloro. Nebulización bicarbo-natada (4 ml de suero salino 0,9% + 6 mL de bicarbonato sódico 1M) en las primeras 3 ho-ras tras la exposición.
2) Inhalación de vapores nitrosos. Tratamiento sintomático y de soporte.
3) Intoxicación por monóxido de carbono y cia-nuro. Medidas de soporte junto con oxigenote-rapia al 100 % e hidroxicobalamina con una dosis de 5 g IV en 10 min.
4) Intoxicación por absorción cutánea de tóxicos. Medidas de soporte, oxigenoterapia, limpieza cutánea y atropina (1 mg IV) que se puede re-petir cada 2-3 minutos hasta mejoría clínica. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 59 años, sin  antecedentes personales, que consulta por astenia y disnea de esfuerzo de varios meses de evolución. En su historia clínica previa se observa que no acude a consulta desde hace más de diez años. En la exploración física se detecta palidez conjuntival, siendo el resto nor-mal. El electrocardiograma es normal y e n  e l  hemo grama destaca: Hb 10,6 g/dL, Hcto 31 %, VCM 75 fl, ancho de distribución eritrocitaria 22 %. ¿Cuál de los si guientes sería el paso inicial apropiado?: ",Tacto rectal y progr amar colonoscopia.,Espirometría y programar broncoscopia.,Medir haptoglobina y realizar test de Coombs.,Medir vitamina B12 y programar biopsia de médula ósea. ,"Varón de 59 años, sin  antecedentes personales, que consulta por astenia y disnea de esfuerzo de varios meses de evolución. En su historia clínica previa se observa que no acude a consulta desde hace más de diez años. En la exploración física se detecta palidez conjuntival, siendo el resto nor-mal. El electrocardiograma es normal y e n  e l  hemo grama destaca: Hb 10,6 g/dL, Hcto 31 %, VCM 75 fl, ancho de distribución eritrocitaria 22 %. ¿Cuál de los si guientes sería el paso inicial apropiado?: 
1) Tacto rectal y progr amar colonoscopia.
2) Espirometría y programar broncoscopia.
3) Medir haptoglobina y realizar test de Coombs.
4) Medir vitamina B12 y programar biopsia de médula ósea. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
Los pacientes oncoló gicos pueden presentar complicaciones cardiovasculares como el sín-drome de vena cava superior. Señale en cuál de las si guientes neoplasias es más frecuente dicha complicación: ,Linfoma.,Cáncer de mama.,Cáncer de pulmón.,Metástasis ganglionares mediastínicas de otros orígenes. ,"Los pacientes oncoló gicos pueden presentar complicaciones cardiovasculares como el sín-drome de vena cava superior. Señale en cuál de las si guientes neoplasias es más frecuente dicha complicación: 
1) Linfoma.
2) Cáncer de mama.
3) Cáncer de pulmón.
4) Metástasis ganglionares mediastínicas de otros orígenes. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 75 años que acude al hospital por insu-ficiencia renal rápidamente progresiva, anuria, mal estado general y fieb re. Los datos de labora-torio muestran ANCAs positivos y Ac anti-MBG negativos. Se realiza biopsia renal. En la tinción de hematoxilina-eosina se observa glomerulone-fritis necrotizante con reacción epitelial extraca-pilar y formación de semilunas en el 80 % de los glomérulos. Las técnicas de inmunofluorescencia directa para I gA, IgG, IgM ,  C 3 ,  C 1 q ,  k a p p a  y l a m b d a  s o n  n e gativas. ¿Cuál es el dia gnóstico anatomopatológico?: ",Glomerulonefritis postinfecciosa.,Vasculitis pauciinmunitaria.,Nefropatía IgA.,Síndrome de Goodpasture. ,"Varón de 75 años que acude al hospital por insu-ficiencia renal rápidamente progresiva, anuria, mal estado general y fieb re. Los datos de labora-torio muestran ANCAs positivos y Ac anti-MBG negativos. Se realiza biopsia renal. En la tinción de hematoxilina-eosina se observa glomerulone-fritis necrotizante con reacción epitelial extraca-pilar y formación de semilunas en el 80 % de los glomérulos. Las técnicas de inmunofluorescencia directa para I gA, IgG, IgM ,  C 3 ,  C 1 q ,  k a p p a  y l a m b d a  s o n  n e gativas. ¿Cuál es el dia gnóstico anatomopatológico?: 
1) Glomerulonefritis postinfecciosa.
2) Vasculitis pauciinmunitaria.
3) Nefropatía IgA.
4) Síndrome de Goodpasture. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 30 años con antecedente de hemorra gia dige s t i v a  a l t a  h a c e  1  a ñ o .  E n  l a  gastroscopia se observaron varias úlceras pépticas. Consulta por un episodio de cólico renal. En la analítica se objetiva calcio 11,1 mg/dL (N: 8,6-10,3 mg/dL), hormona paratiroidea 150 ng/L (N: 8-51 n g/L) con niveles normales de albúmina y 25-OH vita-mina D. ¿Con qué síndrome se relacionan estos datos clínicos y analíticos?: ",Complejo de Carney.,Síndrome poliglandular tipo 1.,Neoplasia endocrin a múltiple tipo 2A.,Neoplasia endocrina múltiple tipo 1.,"Varón de 30 años con antecedente de hemorra gia dige s t i v a  a l t a  h a c e  1  a ñ o .  E n  l a  gastroscopia se observaron varias úlceras pépticas. Consulta por un episodio de cólico renal. En la analítica se objetiva calcio 11,1 mg/dL (N: 8,6-10,3 mg/dL), hormona paratiroidea 150 ng/L (N: 8-51 n g/L) con niveles normales de albúmina y 25-OH vita-mina D. ¿Con qué síndrome se relacionan estos datos clínicos y analíticos?: 
1) Complejo de Carney.
2) Síndrome poliglandular tipo 1.
3) Neoplasia endocrin a múltiple tipo 2A.
4) Neoplasia endocrina múltiple tipo 1.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"El síndrome de lisis tumoral, frecuente en neo-plasias hematoló gicas, se caracteriza por las siguientes complicaciones, EXCEPTO: ",Hipercalcemia.,Hiperuricemia.,Hiperfosfatemia.,Uremia.,"El síndrome de lisis tumoral, frecuente en neo-plasias hematoló gicas, se caracteriza por las siguientes complicaciones, EXCEPTO: 
1) Hipercalcemia.
2) Hiperuricemia.
3) Hiperfosfatemia.
4) Uremia.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 35 años que presenta desde hace 3 meses dolor e inflamación en la 2ª y 3ª articula-ciones metacarpofalángicas derecha y e n  la 3ª y 4ª interfalán gicas de la mano izquierda. En la exploración física se observan lesiones cutáneas descamativas en las zonas extensoras de los co-dos y en la rodilla derecha. Los primeros análisis muestran VSG 34 mm , PCR 1,8 mg/dL (N: 0-0,5), factor reumatoide y anticuerpos anti pépti-dos cíclicos citrulinados negativos. Radio grafías de manos: aumento de part es blandas sin erosio-nes. ¿Cuál de los si guientes dia gnósticos es el más probable?: ",Artritis reumatoide.,Lupus eritematoso sistémico.,Artritis psoriásica.,Artrosis.,"Varón de 35 años que presenta desde hace 3 meses dolor e inflamación en la 2ª y 3ª articula-ciones metacarpofalángicas derecha y e n  la 3ª y 4ª interfalán gicas de la mano izquierda. En la exploración física se observan lesiones cutáneas descamativas en las zonas extensoras de los co-dos y en la rodilla derecha. Los primeros análisis muestran VSG 34 mm , PCR 1,8 mg/dL (N: 0-0,5), factor reumatoide y anticuerpos anti pépti-dos cíclicos citrulinados negativos. Radio grafías de manos: aumento de part es blandas sin erosio-nes. ¿Cuál de los si guientes dia gnósticos es el más probable?: 
1) Artritis reumatoide.
2) Lupus eritematoso sistémico.
3) Artritis psoriásica.
4) Artrosis.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
Mujer de 20 años que presenta en los meses de invierno lesiones violáceas sobreelevadas en la zona distal de los dedos de los pies. Refiere picor y aparición ocasional de heridas en los dedos que cicatrizan en pocos días. ¿Cuál de los si guientes es el diagnóstico más probable?: ,Fenómeno de Raynaud.,Eritema pernio.,Acrocianosis.,Eritromelalgia.,"Mujer de 20 años que presenta en los meses de invierno lesiones violáceas sobreelevadas en la zona distal de los dedos de los pies. Refiere picor y aparición ocasional de heridas en los dedos que cicatrizan en pocos días. ¿Cuál de los si guientes es el diagnóstico más probable?: 
1) Fenómeno de Raynaud.
2) Eritema pernio.
3) Acrocianosis.
4) Eritromelalgia.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Con respecto a las enfermedades torácicas rela-cionadas con la exposición al asbesto, señale la respuesta INCORRECTA: ",La presencia de derrame pleural en paciente con exposición conocida a asbesto indica me-sotelioma maligno.,Las opacidades lineales irregulares en bases pulmonares son los signos radiográficos carac-terísticos de asbestosis.,El cáncer pulmonar es la tumoración más fre-cuente relacionada con la exposición al asbes-to.,"Las placas pleurales indican que hubo tan sólo exposición, pero no afectación pulmonar. ","Con respecto a las enfermedades torácicas rela-cionadas con la exposición al asbesto, señale la respuesta INCORRECTA: 
1) La presencia de derrame pleural en paciente con exposición conocida a asbesto indica me-sotelioma maligno.
2) Las opacidades lineales irregulares en bases pulmonares son los signos radiográficos carac-terísticos de asbestosis.
3) El cáncer pulmonar es la tumoración más fre-cuente relacionada con la exposición al asbes-to.
4) Las placas pleurales indican que hubo tan sólo exposición, pero no afectación pulmonar. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
Varón de 68 años que presenta afectación del estado general de 4 días de evolución con fiebre y tos con expectoración. Exploración física: crepi-tantes bibasales. Radiografía de tórax: infiltra-dos con patrón alveolo intersticial periférico. PCR para SARS-CoV 2 positiva. Relación entre presión parcial de oxígeno en sangre arterial y fracción inspiratoria de oxí geno es 250. ¿Cuál de los siguientes es el dia gnóstico más probable?: ,Hemorragia pulmonar secundaria a infección por SARS-CoV 2.,Neumonía bacteriana en paciente positivo a SARS-CoV2.,Neumonía por SARS-CoV 2 con síndrome de distrés respiratorio agudo.,Infección grave por SARS-CoV 2 con hipo-ventilación alveolar. ,"Varón de 68 años que presenta afectación del estado general de 4 días de evolución con fiebre y tos con expectoración. Exploración física: crepi-tantes bibasales. Radiografía de tórax: infiltra-dos con patrón alveolo intersticial periférico. PCR para SARS-CoV 2 positiva. Relación entre presión parcial de oxígeno en sangre arterial y fracción inspiratoria de oxí geno es 250. ¿Cuál de los siguientes es el dia gnóstico más probable?: 
1) Hemorragia pulmonar secundaria a infección por SARS-CoV 2.
2) Neumonía bacteriana en paciente positivo a SARS-CoV2.
3) Neumonía por SARS-CoV 2 con síndrome de distrés respiratorio agudo.
4) Infección grave por SARS-CoV 2 con hipo-ventilación alveolar. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
